Unique Key,Created Date,Closed Date,Agency,Agency Name,Complaint Type,Descriptor,Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Landmark,Facility Type,Status,Due Date,Resolution Action Updated Date,Community Board,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Park Facility Name,Park Borough,Vehicle Type,Taxi Company Borough,Taxi Pick Up Location,Bridge Highway Name,Bridge Highway Direction,Road Ramp,Bridge Highway Segment,Latitude,Longitude,Location
23356317,06/04/2012 02:33:00 PM,06/06/2012 12:00:00 PM,DSNY,Department of Sanitation,Vacant Lot,8 Request to Clean Vacant Lot,Lot,11357,2 AVENUE,2 AVENUE,148 STREET,149 STREET,,,BLOCKFACE,WHITESTONE,,N/A,Closed,,06/06/2012 12:00:00 PM,07 QUEENS,QUEENS,1033643,230325,Unspecified,QUEENS,,,,,,,,40.79872686724722,-73.82160220519458,"(40.79872686724722, -73.82160220519458)"
23353906,06/04/2012 02:40:00 PM,06/05/2012 12:00:00 PM,DSNY,Department of Sanitation,Dirty Conditions,E3 Dirty Sidewalk,Sidewalk,11433,109-30B MERRICK BOULEVARD,MERRICK BOULEVARD,109 AVENUE,109 ROAD,,,ADDRESS,JAMAICA,,N/A,Closed,,06/05/2012 12:00:00 PM,12 QUEENS,QUEENS,1044216,193200,Unspecified,QUEENS,,,,,,,,40.69676297393216,-73.78374577914593,"(40.69676297393216, -73.78374577914593)"
23357124,06/04/2012 02:41:00 PM,06/05/2012 12:00:00 PM,DSNY,Department of Sanitation,Literature Request,BLUE RECYCLING DECAL,Other,10470,,,,,,,ADDRESS,BRONX,,N/A,Closed,,06/05/2012 06:20:00 AM,12 BRONX,BRONX,,,Unspecified,BRONX,,,,,,,,,,
23355214,06/04/2012 02:41:00 PM,06/05/2012 12:00:00 PM,DSNY,Department of Sanitation,Literature Request,LIT Literature Request,Other,10470,,,,,,,ADDRESS,BRONX,,N/A,Closed,,06/05/2012 06:20:00 AM,12 BRONX,BRONX,,,Unspecified,BRONX,,,,,,,,,,
23356246,06/04/2012 02:41:00 PM,06/05/2012 12:00:00 PM,DSNY,Department of Sanitation,Literature Request,RECYCLING CHECKLIST FLYER E/S,Other,10470,,,,,,,ADDRESS,BRONX,,N/A,Closed,,06/05/2012 06:20:00 AM,12 BRONX,BRONX,,,Unspecified,BRONX,,,,,,,,,,
23358758,06/04/2012 02:41:00 PM,06/05/2012 12:00:00 PM,DSNY,Department of Sanitation,Literature Request,GREEN MIXED PAPER DECALS,Other,10470,,,,,,,ADDRESS,BRONX,,N/A,Closed,,06/05/2012 06:20:00 AM,12 BRONX,BRONX,,,Unspecified,BRONX,,,,,,,,,,
23360301,06/04/2012 02:41:00 PM,06/05/2012 12:00:00 PM,DSNY,Department of Sanitation,Literature Request,RECYCLING CHECKLIST REMOVABLE STICKER,Other,10470,,,,,,,ADDRESS,BRONX,,N/A,Closed,,06/05/2012 06:20:00 AM,12 BRONX,BRONX,,,Unspecified,BRONX,,,,,,,,,,
23357001,06/04/2012 02:42:00 PM,06/05/2012 12:00:00 PM,DSNY,Department of Sanitation,Literature Request,INDOOR COMPOSTING WITH A WORM BIN,Other,10470,,,,,,,ADDRESS,BRONX,,N/A,Closed,,06/05/2012 06:20:00 AM,12 BRONX,BRONX,,,Unspecified,BRONX,,,,,,,,,,
23358682,06/04/2012 02:42:00 PM,06/05/2012 12:00:00 PM,DSNY,Department of Sanitation,Literature Request,"NYC ""COMPOST-URBAN GUIDE""GUIDE",Other,10470,,,,,,,ADDRESS,BRONX,,N/A,Closed,,06/05/2012 06:20:00 AM,12 BRONX,BRONX,,,Unspecified,BRONX,,,,,,,,,,
23358876,06/04/2012 02:42:00 PM,06/05/2012 12:00:00 PM,DSNY,Department of Sanitation,Literature Request,LIT Literature Request,Other,10470,,,,,,,ADDRESS,BRONX,,N/A,Closed,,06/05/2012 06:20:00 AM,12 BRONX,BRONX,,,Unspecified,BRONX,,,,,,,,,,
23359593,06/04/2012 02:42:00 PM,06/05/2012 12:00:00 PM,DSNY,Department of Sanitation,Literature Request,COMPOST GUIDE-LEAVE ON THE LAWN BROCHURE,Other,10470,,,,,,,ADDRESS,BRONX,,N/A,Closed,,06/05/2012 06:20:00 AM,12 BRONX,BRONX,,,Unspecified,BRONX,,,,,,,,,,
23359825,06/04/2012 02:46:00 PM,06/05/2012 12:00:00 PM,DSNY,Department of Sanitation,Missed Collection (All Materials),1 Missed Collection,Sidewalk,10466,4319 FURMAN AVENUE,FURMAN AVENUE,EAST 236 STREET,EAST 237 STREET,,,ADDRESS,BRONX,,DSNY Garage,Closed,,06/05/2012 12:00:00 PM,12 BRONX,BRONX,1024358,265736,Unspecified,BRONX,,,,,,,,40.895966507873034,-73.85492591220424,"(40.895966507873034, -73.85492591220424)"
23355160,06/04/2012 02:57:00 PM,06/04/2012 02:57:00 PM,DSNY,Department of Sanitation,Sanitation Condition,15 Street Cond/Dump-Out/Drop-Off,Street,10457,2230 PROSPECT AVENUE,PROSPECT AVENUE,EAST 182 STREET,GARDEN STREET,,,ADDRESS,BRONX,,DSNY Garage,Closed,,06/04/2012 02:57:00 PM,06 BRONX,BRONX,1016137,248764,Unspecified,BRONX,,,,,,,,40.849417158256536,-73.88474271158991,"(40.849417158256536, -73.88474271158991)"
23354011,06/04/2012 02:59:00 PM,06/05/2012 12:00:00 PM,DSNY,Department of Sanitation,Sanitation Condition,15 Street Cond/Dump-Out/Drop-Off,Street,11417,105-40 ROCKAWAY BOULEVARD,ROCKAWAY BOULEVARD,106 STREET,106 STREET,,,ADDRESS,OZONE PARK,,N/A,Closed,,06/05/2012 12:00:00 PM,10 QUEENS,QUEENS,1030493,186566,Unspecified,QUEENS,,,,,,,,40.67863654730293,-73.83328016370378,"(40.67863654730293, -73.83328016370378)"
23353809,06/04/2012 03:01:00 PM,06/04/2012 03:01:00 PM,DSNY,Department of Sanitation,Litter Basket / Request,10 Litter Basket / Request,Sidewalk,10023,,,,,WEST 70 STREET,AMSTERDAM AVENUE,INTERSECTION,NEW YORK,,DSNY Garage,Closed,,06/04/2012 03:01:00 PM,07 MANHATTAN,MANHATTAN,989074,222470,Unspecified,MANHATTAN,,,,,,,,40.777303729744,-73.98258227877236,"(40.777303729744, -73.98258227877236)"
23358532,06/04/2012 03:08:00 PM,06/05/2012 12:00:00 PM,DSNY,Department of Sanitation,Sanitation Condition,15 Street Cond/Dump-Out/Drop-Off,Street,10454,,,,,EAST 132 STREET,WILLIS AVENUE,INTERSECTION,BRONX,,DSNY Garage,Closed,,06/05/2012 12:00:00 PM,01 BRONX,BRONX,1004804,232648,Unspecified,BRONX,,,,,,,,40.805217007384925,-73.92575580118789,"(40.805217007384925, -73.92575580118789)"
23353912,06/04/2012 03:16:00 PM,06/14/2012 12:00:00 PM,DSNY,Department of Sanitation,Dirty Conditions,E3A Dirty Area/Alleyway,Lot,11375,,,,,65 AVENUE,GRAND CENTRAL PARKWAY,INTERSECTION,FOREST HILLS,,N/A,Closed,,06/14/2012 12:00:00 PM,06 QUEENS,QUEENS,1027388,206359,Unspecified,QUEENS,,,,,,,,40.73297925466028,-73.84434779290254,"(40.73297925466028, -73.84434779290254)"
23357065,06/04/2012 03:16:00 PM,06/06/2012 12:00:00 PM,DSNY,Department of Sanitation,Sanitation Condition,12 Dead Animals,Sidewalk,11224,2829 WEST 37 STREET,WEST 37 STREET,NAUTILUS AVENUE,OCEANIC AVENUE,,,ADDRESS,BROOKLYN,,DSNY Garage,Closed,,06/06/2012 12:00:00 PM,13 BROOKLYN,BROOKLYN,983403,149137,Unspecified,BROOKLYN,,,,,,,,40.576022573686146,-74.00304899488638,"(40.576022573686146, -74.00304899488638)"
23356127,06/04/2012 03:19:00 PM,06/05/2012 12:00:00 PM,DSNY,Department of Sanitation,Other Enforcement,E10 Obstruction (Street/Sidewalk),Sidewalk,10034,605 WEST 207 STREET,WEST 207 STREET,VERMILYEA AVENUE,BROADWAY,,,ADDRESS,NEW YORK,,DSNY Garage,Closed,,06/05/2012 12:00:00 PM,12 MANHATTAN,MANHATTAN,1006090,255318,Unspecified,MANHATTAN,,,,,,,,40.86743648253824,-73.92103675820869,"(40.86743648253824, -73.92103675820869)"
23358845,06/04/2012 03:21:00 PM,06/05/2012 12:00:00 PM,DSNY,Department of Sanitation,Litter Basket / Request,10 Litter Basket / Request,Sidewalk,11368,,,,,VAN DOREN STREET,MARTENSE AVENUE,INTERSECTION,CORONA,,N/A,Closed,,06/05/2012 12:00:00 PM,04 QUEENS,QUEENS,1024230,209260,Unspecified,QUEENS,,,,,,,,40.740956609892436,-73.85572534954339,"(40.740956609892436, -73.85572534954339)"
23357066,06/04/2012 03:23:00 PM,06/05/2012 12:00:00 PM,DSNY,Department of Sanitation,Sanitation Condition,12 Dead Animals,Sidewalk,10465,2787 SAMPSON AVENUE,SAMPSON AVENUE,BRINSMADE AVENUE,SWINTON AVENUE,,,ADDRESS,BRONX,,N/A,Closed,,06/05/2012 12:00:00 PM,10 BRONX,BRONX,1033626,237815,Unspecified,BRONX,,,,,,,,40.81928489472245,-73.82160851361489,"(40.81928489472245, -73.82160851361489)"
23356762,06/04/2012 03:24:00 PM,06/04/2012 03:24:00 PM,DSNY,Department of Sanitation,Derelict Bicycle,14B Derelict Bicycle,Street,10024,520 COLUMBUS AVENUE,COLUMBUS AVENUE,WEST 85 STREET,WEST 86 STREET,,,ADDRESS,NEW YORK,,DSNY Garage,Closed,,06/04/2012 03:24:00 PM,07 MANHATTAN,MANHATTAN,991836,225607,Unspecified,MANHATTAN,,,,,,,,40.78591202351201,-73.97260615303216,"(40.78591202351201, -73.97260615303216)"
23357450,06/04/2012 03:26:00 PM,06/04/2012 03:26:00 PM,DSNY,Department of Sanitation,Derelict Bicycle,14B Derelict Bicycle,Street,10024,156 WEST 86 STREET,WEST 86 STREET,COLUMBUS AVENUE,AMSTERDAM AVENUE,,,ADDRESS,NEW YORK,,DSNY Garage,Closed,,06/04/2012 03:26:00 PM,07 MANHATTAN,MANHATTAN,991522,226054,Unspecified,MANHATTAN,,,,,,,,40.78713918293393,-73.97373955621227,"(40.78713918293393, -73.97373955621227)"
23358296,06/04/2012 03:27:00 PM,06/05/2012 12:00:00 PM,DSNY,Department of Sanitation,Sanitation Condition,15 Street Cond/Dump-Out/Drop-Off,Street,11434,117-09 165 STREET,165 STREET,FOCH BOULEVARD,119 AVENUE,,,ADDRESS,JAMAICA,,N/A,Closed,,06/05/2012 12:00:00 PM,12 QUEENS,QUEENS,1044958,188761,Unspecified,QUEENS,,,,,,,,40.68457392087299,-73.7811099318244,"(40.68457392087299, -73.7811099318244)"
23360061,06/04/2012 03:28:00 PM,06/11/2012 12:00:00 PM,DSNY,Department of Sanitation,Dirty Conditions,E11 Litter Surveillance,Sidewalk,11222,51 NASSAU AVENUE,NASSAU AVENUE,GUERNSEY STREET,BEDFORD AVENUE,,,ADDRESS,BROOKLYN,,N/A,Closed,,06/11/2012 12:00:00 PM,01 BROOKLYN,BROOKLYN,997451,202785,Unspecified,BROOKLYN,,,,,,,,40.72326484244688,-73.9523746049287,"(40.72326484244688, -73.9523746049287)"
23355824,06/04/2012 03:29:00 PM,06/06/2012 12:00:00 PM,DSNY,Department of Sanitation,Sanitation Condition,15 Street Cond/Dump-Out/Drop-Off,Street,11222,330 CALYER STREET,CALYER STREET,HUMBOLDT STREET,RUSSELL STREET,,,ADDRESS,BROOKLYN,,DSNY Garage,Closed,,06/06/2012 12:00:00 PM,01 BROOKLYN,BROOKLYN,999187,205420,Unspecified,BROOKLYN,,,,,,,,40.730494513667246,-73.94610577107156,"(40.730494513667246, -73.94610577107156)"
23358847,06/04/2012 03:30:00 PM,06/05/2012 12:00:00 PM,DSNY,Department of Sanitation,Sweeping/Missed-Inadequate,3 Sweeping/Missed-Inadequate,Sidewalk,11236,,,,,EAST 80 STREET,FLATLAND AVENUE,INTERSECTION,BROOKLYN,,DSNY Garage,Closed,,06/05/2012 12:00:00 PM,18 BROOKLYN,BROOKLYN,1008320,170821,Unspecified,BROOKLYN,,,,,,,,40.6355080597778,-73.91327657867619,"(40.6355080597778, -73.91327657867619)"
23355817,06/04/2012 03:31:00 PM,06/19/2012 12:00:00 PM,DSNY,Department of Sanitation,Dirty Conditions,E3 Dirty Sidewalk,Sidewalk,11222,687 MEEKER AVENUE,MEEKER AVENUE,SUTTON STREET,MORGAN AVENUE,,,ADDRESS,BROOKLYN,,N/A,Closed,,06/19/2012 12:00:00 PM,01 BROOKLYN,BROOKLYN,1000890,202701,Unspecified,BROOKLYN,,,,,,,,40.72302848239267,-73.93996789740476,"(40.72302848239267, -73.93996789740476)"
23358540,06/04/2012 03:31:00 PM,06/05/2012 12:00:00 PM,DSNY,Department of Sanitation,Literature Request,BULK FLYER/SPECIAL WASTE,Other,11234,,,,,,,ADDRESS,BROOKLYN,,N/A,Closed,,06/05/2012 06:20:00 AM,18 BROOKLYN,BROOKLYN,,,Unspecified,BROOKLYN,,,,,,,,,,
23359550,06/04/2012 03:31:00 PM,06/19/2012 12:00:00 PM,DSNY,Department of Sanitation,Dirty Conditions,E1 Improper Disposal,Sidewalk,11222,103 JAVA STREET,JAVA STREET,FRANKLIN STREET,MANHATTAN AVENUE,,,ADDRESS,BROOKLYN,,N/A,Closed,,06/19/2012 12:00:00 PM,01 BROOKLYN,BROOKLYN,996268,205755,Unspecified,BROOKLYN,,,,,,,,40.73141845418941,-73.95663722236488,"(40.73141845418941, -73.95663722236488)"
23358662,06/04/2012 03:32:00 PM,06/18/2012 12:00:00 PM,DSNY,Department of Sanitation,Recycling Enforcement,ER1 Resident Recyc. (Owner/Manager,Sidewalk,11222,107 JAVA STREET,JAVA STREET,FRANKLIN STREET,MANHATTAN AVENUE,,,ADDRESS,BROOKLYN,,N/A,Closed,,06/18/2012 12:00:00 PM,01 BROOKLYN,BROOKLYN,996303,205760,Unspecified,BROOKLYN,,,,,,,,40.7314321303375,-73.95651092808887,"(40.7314321303375, -73.95651092808887)"
23357956,06/04/2012 03:33:00 PM,06/06/2012 12:00:00 PM,DSNY,Department of Sanitation,Sanitation Condition,12 Dead Animals,Sidewalk,10309,,,,,HYLAN BOULEVARD,PAGE AVENUE,INTERSECTION,STATEN ISLAND,,DSNY Garage,Closed,,06/06/2012 12:00:00 PM,03 STATEN ISLAND,STATEN ISLAND,920274,124349,Unspecified,STATEN ISLAND,,,,,,,,40.50775362976215,-74.23006322424963,"(40.50775362976215, -74.23006322424963)"
23355152,06/04/2012 03:34:00 PM,06/05/2012 12:00:00 PM,DSNY,Department of Sanitation,Sanitation Condition,12 Dead Animals,Sidewalk,11210,973 EAST 26 STREET,EAST 26 STREET,AVENUE I,AVENUE J,,,ADDRESS,BROOKLYN,,DSNY Garage,Closed,,06/05/2012 12:00:00 PM,14 BROOKLYN,BROOKLYN,997907,167773,Unspecified,BROOKLYN,,,,,,,,40.62716412130771,-73.95080043360998,"(40.62716412130771, -73.95080043360998)"
23357436,06/04/2012 03:34:00 PM,06/06/2012 12:00:00 PM,DSNY,Department of Sanitation,Sanitation Condition,15 Street Cond/Dump-Out/Drop-Off,Street,10314,,,,,SLOSSON AVENUE,LORTEL AVENUE,INTERSECTION,STATEN ISLAND,,DSNY Garage,Closed,,06/06/2012 12:00:00 PM,02 STATEN ISLAND,STATEN ISLAND,951857,161569,Unspecified,STATEN ISLAND,,,,,,,,40.61008674860801,-74.11666648991874,"(40.61008674860801, -74.11666648991874)"
23357656,06/04/2012 03:35:00 PM,06/05/2012 12:00:00 PM,DSNY,Department of Sanitation,Sanitation Condition,15 Street Cond/Dump-Out/Drop-Off,Street,11385,,,,,FREEDOM DRIVE,MYRTLE AVENUE,INTERSECTION,RIDGEWOOD,,N/A,Closed,,06/05/2012 12:00:00 PM,82 QUEENS,QUEENS,1025768,195085,Unspecified,QUEENS,,,,,,,,40.702042628316065,-73.85026266467501,"(40.702042628316065, -73.85026266467501)"
23360521,06/04/2012 03:38:00 PM,06/05/2012 12:00:00 PM,DSNY,Department of Sanitation,Sanitation Condition,15 Street Cond/Dump-Out/Drop-Off,Street,11234,KINGS HIGHWAY,KINGS HIGHWAY,UTICA AVENUE,EAST   51 STREET,,,BLOCKFACE,BROOKLYN,,DSNY Garage,Closed,,06/05/2012 12:00:00 PM,18 BROOKLYN,BROOKLYN,1004210,170473,Unspecified,BROOKLYN,,,,,,,,40.63456308908634,-73.92808579602104,"(40.63456308908634, -73.92808579602104)"
23355329,06/04/2012 03:40:00 PM,06/04/2012 03:40:00 PM,DSNY,Department of Sanitation,Other Enforcement,E10 Obstruction (Street/Sidewalk),Sidewalk,10007,181 BROADWAY,BROADWAY,CORTLANDT STREET,JOHN STREET,,,ADDRESS,NEW YORK,,DSNY Garage,Closed,,06/04/2012 03:40:00 PM,01 MANHATTAN,MANHATTAN,981540,197975,Unspecified,MANHATTAN,,,,,,,,40.7100719800528,-74.00977496174727,"(40.7100719800528, -74.00977496174727)"
23357072,06/04/2012 03:42:00 PM,06/05/2012 12:00:00 PM,DSNY,Department of Sanitation,Litter Basket / Request,10 Litter Basket / Request,Sidewalk,11234,,,,,UTICA AVENUE,KINGS HIGHWAY,INTERSECTION,BROOKLYN,,DSNY Garage,Closed,,06/05/2012 12:00:00 PM,18 BROOKLYN,BROOKLYN,1004095,170315,Unspecified,BROOKLYN,,,,,,,,40.63412967117322,-73.92850059582707,"(40.63412967117322, -73.92850059582707)"
23356245,06/04/2012 03:46:00 PM,06/05/2012 12:00:00 PM,DSNY,Department of Sanitation,Literature Request,BLUE RECYCLING DECAL,Other,11229,,,,,,,ADDRESS,BROOKLYN,,N/A,Closed,,06/05/2012 06:20:00 AM,15 BROOKLYN,BROOKLYN,,,Unspecified,BROOKLYN,,,,,,,,,,
23356524,06/04/2012 03:46:00 PM,06/05/2012 12:00:00 PM,DSNY,Department of Sanitation,Dirty Conditions,E1 Improper Disposal,Sidewalk,11377,44-04 72 STREET,72 STREET,44 AVENUE,45 AVENUE,,,ADDRESS,WOODSIDE,,N/A,Closed,,06/05/2012 12:00:00 PM,02 QUEENS,QUEENS,1014042,209315,Unspecified,QUEENS,,,,,,,,40.74114775941694,-73.89249019875574,"(40.74114775941694, -73.89249019875574)"
23356534,06/04/2012 03:46:00 PM,06/08/2012 12:00:00 PM,DSNY,Department of Sanitation,Missed Collection (All Materials),2 Bulk-Missed Collection,Sidewalk,10302,360 DECKER AVENUE,DECKER AVENUE,SMITH PLACE,FOREST AVENUE,,,ADDRESS,STATEN ISLAND,,DSNY Garage,Closed,,06/08/2012 12:00:00 PM,01 STATEN ISLAND,STATEN ISLAND,944986,166946,Unspecified,STATEN ISLAND,,,,,,,,40.624817696978894,-74.14144428494544,"(40.624817696978894, -74.14144428494544)"
23359584,06/04/2012 03:46:00 PM,06/05/2012 12:00:00 PM,DSNY,Department of Sanitation,Dirty Conditions,E8 Canine Violation,Sidewalk,10472,,,,,MANOR AVENUE,WATSON AVENUE,INTERSECTION,BRONX,,N/A,Closed,,06/05/2012 12:00:00 PM,09 BRONX,BRONX,1018623,240382,Unspecified,BRONX,,,,,,,,40.8264016958226,-73.8757998985402,"(40.8264016958226, -73.8757998985402)"
23360753,06/04/2012 03:46:00 PM,06/05/2012 12:00:00 PM,DSNY,Department of Sanitation,Literature Request,GREEN MIXED PAPER DECALS,Other,11229,,,,,,,ADDRESS,BROOKLYN,,N/A,Closed,,06/05/2012 06:20:00 AM,15 BROOKLYN,BROOKLYN,,,Unspecified,BROOKLYN,,,,,,,,,,
23361734,06/04/2012 03:50:00 PM,06/05/2012 12:00:00 PM,DSNY,Department of Sanitation,Overflowing Litter Baskets,6 Overflowing Litter Baskets,Sidewalk,10463,,,,,WEST 239 STREET,INDEPENDENCE AVENUE,INTERSECTION,BRONX,,N/A,Closed,,06/05/2012 12:00:00 PM,08 BRONX,BRONX,1008332,263449,Unspecified,BRONX,,,,,,,,40.889747715086735,-73.91290150769332,"(40.889747715086735, -73.91290150769332)"
23366238,06/04/2012 03:51:00 PM,06/05/2012 12:00:00 PM,DSNY,Department of Sanitation,Overflowing Litter Baskets,6 Overflowing Litter Baskets,Sidewalk,10463,521 WEST 239 STREET,WEST 239 STREET,BEND,HENRY HUDSON PARKWAY,,,ADDRESS,BRONX,,N/A,Closed,,06/05/2012 12:00:00 PM,08 BRONX,BRONX,1009346,263341,Unspecified,BRONX,,,,,,,,40.889448463788945,-73.90923453392013,"(40.889448463788945, -73.90923453392013)"
23355151,06/04/2012 03:55:00 PM,06/05/2012 12:00:00 PM,DSNY,Department of Sanitation,Sanitation Condition,12 Dead Animals,Sidewalk,11234,6632 AVENUE L,AVENUE L,RALPH AVENUE,EAST 68 STREET,,,ADDRESS,BROOKLYN,,DSNY Garage,Closed,,06/05/2012 12:00:00 PM,18 BROOKLYN,BROOKLYN,1007167,166755,Unspecified,BROOKLYN,,,,,,,,40.624350810983024,-73.91744460384479,"(40.624350810983024, -73.91744460384479)"
23360444,06/04/2012 03:56:00 PM,06/21/2012 12:00:00 PM,DSNY,Department of Sanitation,Vacant Lot,8 Request to Clean Vacant Lot,Lot,,HYLAN BOULEVARD,HYLAN BOULEVARD,NARROWS ROAD NORTH,,HYLAN BOULEVARD,NARROWS ROAD NORTH,INTERSECTION,,,N/A,Closed,,06/21/2012 12:00:00 PM,0 Unspecified,Unspecified,,,Unspecified,Unspecified,,,,,,,,,,
23360422,06/04/2012 03:59:00 PM,06/07/2012 12:00:00 PM,DSNY,Department of Sanitation,Recycling Enforcement,ER5 Comm. Recyc. (Bldg Mgmt),Sidewalk,11355,41-79 MAIN STREET,MAIN STREET,SANFORD AVENUE,MAPLE AVENUE,,,ADDRESS,FLUSHING,,N/A,Closed,,06/07/2012 12:00:00 PM,07 QUEENS,QUEENS,1031756,214767,Unspecified,QUEENS,,,,,,,,40.75603468487093,-73.8285276570799,"(40.75603468487093, -73.8285276570799)"
23353872,06/04/2012 04:02:00 PM,06/06/2012 12:00:00 PM,DSNY,Department of Sanitation,Dirty Conditions,E12 Illegal Dumping Surveillance,Sidewalk,11237,1524 MYRTLE AVENUE,MYRTLE AVENUE,LINDEN STREET,GATES AVENUE,,,ADDRESS,BROOKLYN,,N/A,Closed,,06/06/2012 12:00:00 PM,04 BROOKLYN,BROOKLYN,1008453,194093,Unspecified,BROOKLYN,,,,,,,,40.6993841208798,-73.91271383387542,"(40.6993841208798, -73.91271383387542)"
23358528,06/04/2012 04:02:00 PM,06/08/2012 12:00:00 PM,DSNY,Department of Sanitation,Dirty Conditions,E3 Dirty Sidewalk,Sidewalk,10034,148 POST AVENUE,POST AVENUE,WEST 207 STREET,10 AVENUE,,,ADDRESS,NEW YORK,,N/A,Closed,,06/08/2012 12:00:00 PM,12 MANHATTAN,MANHATTAN,1006620,254393,Unspecified,MANHATTAN,,,,,,,,40.86489631232414,-73.91912361454136,"(40.86489631232414, -73.91912361454136)"
23359546,06/04/2012 04:02:00 PM,06/05/2012 12:00:00 PM,DSNY,Department of Sanitation,Missed Collection (All Materials),1 Missed Collection,Sidewalk,11413,138-31 228 STREET,228 STREET,138 AVENUE,139 AVENUE,,,ADDRESS,SPRINGFIELD GARDENS,,DSNY Garage,Closed,,06/05/2012 12:00:00 PM,13 QUEENS,QUEENS,1054766,183790,Unspecified,QUEENS,,,,,,,,40.670857002789006,-73.74579819410366,"(40.670857002789006, -73.74579819410366)"
23359547,06/04/2012 04:02:00 PM,06/05/2012 12:00:00 PM,DSNY,Department of Sanitation,Missed Collection (All Materials),1 Missed Collection,Sidewalk,10466,4332 FURMAN AVENUE,FURMAN AVENUE,EAST 236 STREET,EAST 237 STREET,,,ADDRESS,BRONX,,DSNY Garage,Closed,,06/05/2012 12:00:00 PM,12 BRONX,BRONX,1024414,265850,Unspecified,BRONX,,,,,,,,40.896279146370816,-73.85472267189029,"(40.896279146370816, -73.85472267189029)"
23359111,06/04/2012 04:04:00 PM,06/11/2012 12:00:00 PM,DSNY,Department of Sanitation,Dirty Conditions,E11 Litter Surveillance,Sidewalk,11414,SHORE PARKWAY,SHORE PARKWAY,156 AVENUE,80 STREET,,,BLOCKFACE,HOWARD BEACH,,N/A,Closed,,06/11/2012 12:00:00 PM,10 QUEENS,QUEENS,1025449,180416,Unspecified,QUEENS,,,,,,,,40.661781109281705,-73.85150284181883,"(40.661781109281705, -73.85150284181883)"
23358536,06/04/2012 04:06:00 PM,06/05/2012 12:00:00 PM,DSNY,Department of Sanitation,Sanitation Condition,15 Street Cond/Dump-Out/Drop-Off,Street,11234,2461 FLATBUSH AVENUE,FLATBUSH AVENUE,EAST 53 STREET,EAST 53 STREET,,,ADDRESS,BROOKLYN,,DSNY Garage,Closed,,06/05/2012 12:00:00 PM,18 BROOKLYN,BROOKLYN,1005633,161624,Unspecified,BROOKLYN,,,,,,,,40.61027112100312,-73.92298687902998,"(40.61027112100312, -73.92298687902998)"
23366795,06/04/2012 04:10:00 PM,06/06/2012 12:00:00 PM,DSNY,Department of Sanitation,Litter Basket / Request,10 Litter Basket / Request,Sidewalk,11212,,,,,REMSEN AVENUE,EAST 54 STREET,INTERSECTION,BROOKLYN,,DSNY Garage,Closed,,06/06/2012 12:00:00 PM,17 BROOKLYN,BROOKLYN,1004433,179499,Unspecified,BROOKLYN,,,,,,,,40.659336993953694,-73.92725534012264,"(40.659336993953694, -73.92725534012264)"
23354398,06/04/2012 04:16:00 PM,06/05/2012 12:00:00 PM,DSNY,Department of Sanitation,Literature Request,GREEN MIXED PAPER DECALS,Other,10306,,,,,,,ADDRESS,STATEN ISLAND,,N/A,Closed,,06/05/2012 06:20:00 AM,03 STATEN ISLAND,STATEN ISLAND,,,Unspecified,STATEN ISLAND,,,,,,,,,,
23353995,06/04/2012 04:16:00 PM,06/18/2012 12:00:00 PM,DSNY,Department of Sanitation,Dirty Conditions,E3 Dirty Sidewalk,Sidewalk,11216,1150 BEDFORD AVENUE,BEDFORD AVENUE,MONROE STREET,MADISON STREET,,,ADDRESS,BROOKLYN,,N/A,Closed,,06/18/2012 12:00:00 PM,03 BROOKLYN,BROOKLYN,996942,188821,Unspecified,BROOKLYN,,,,,,,,40.68493769657824,-73.9542372482024,"(40.68493769657824, -73.9542372482024)"
23356556,06/04/2012 04:16:00 PM,06/05/2012 12:00:00 PM,DSNY,Department of Sanitation,Dirty Conditions,"E4 18"" Law",Street,11691,,,,,EDGEMERE AVENUE,BEACH 50 STREET,INTERSECTION,FAR ROCKAWAY,,N/A,Closed,,06/05/2012 12:00:00 PM,14 QUEENS,QUEENS,1045116,155146,Unspecified,QUEENS,,,,,,,,40.59230713914518,-73.78084347894003,"(40.59230713914518, -73.78084347894003)"
23357360,06/04/2012 04:16:00 PM,06/06/2012 12:00:00 PM,DSNY,Department of Sanitation,Dirty Conditions,E12 Illegal Dumping Surveillance,Sidewalk,11214,7507 NEW UTRECHT AVENUE,NEW UTRECHT AVENUE,BAY RIDGE PARKWAY,76 STREET,,,ADDRESS,BROOKLYN,,N/A,Closed,,06/06/2012 12:00:00 PM,11 BROOKLYN,BROOKLYN,984256,163563,Unspecified,BROOKLYN,,,,,,,,40.6156190764085,-73.99997838864117,"(40.6156190764085, -73.99997838864117)"
23358361,06/04/2012 04:16:00 PM,06/05/2012 12:00:00 PM,DSNY,Department of Sanitation,Missed Collection (All Materials),1R Missed Recycling-All Materials,Sidewalk,11367,152-72 MELBOURNE AVENUE,MELBOURNE AVENUE,152 STREET,KISSENA BOULEVARD,,,ADDRESS,FLUSHING,,DSNY Garage,Closed,,06/05/2012 12:00:00 PM,08 QUEENS,QUEENS,1035321,206690,Unspecified,QUEENS,,,,,,,,40.73384551809311,-73.81572119956465,"(40.73384551809311, -73.81572119956465)"
